x y
0.9192546584 0.2494382022
0.9192546584 0.2494382022
0.9192546584 0.2494382022
0.9180138568 0.2233146067
0.9198717949 0.2418539326
0.9192546584 0.2494382022
0.9183673469 0.2401685393
0.9226154769 0.216011236
0.9198717949 0.2418539326
0.9192546584 0.2494382022
0.9196428571 0.2314606742
0.9200998752 0.2070224719
0.9192546584 0.2494382022
0.9198717949 0.2418539326
0.92147806 0.2241573034
0.9192546584 0.2494382022
0.9198717949 0.2418539326
0.92147806 0.2241573034
0.9198717949 0.2418539326
0.9192546584 0.2494382022
0.9192546584 0.2494382022
0.9192546584 0.2494382022
0.9183673469 0.2401685393
